Country/Region,Material ID,Material Category,Material Subtype,Per Unit,kg CO2e,EF Source,EF Type,Type Rationale,Source Dataset Name,Source UUID / Link,Use Case,Ai Rationale for the selection,AI suitability assessment result,Ecoinvent  Rationale,,,,
Global,MAT-Mesh-0014,Mesh,Monofilament Mesh,kg,1.65,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred NYLON,S-P-01518 Reco nylon 122023 122028.pdf,"Monofilament Mesh

✅ Suitable for furniture and interior textiles where high tensile strength, dimensional stability, and durability are essential. Monofilament mesh is ideal for applications like ergonomic seating, partition panels, and decorative or functional fabrics due to its resistance to deformation and modern aesthetic. It also supports breathable and flexible designs.
❌ Not suitable for catering equipment or environments requiring stringent hygiene. The open weave of monofilament mesh can harbor debris and microorganisms, making thorough sanitation difficult. It is not appropriate for food-contact surfaces or areas subject to frequent high-heat or chemical cleaning processes.",,,,,,,
China,MAT-Mesh-0015,Mesh,Monofilament Mesh,kg,13.02,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Dope Dyed Polyester Knitted Fabric,EPD-IES-0001440 Dope Dyed Polyester Knitted Fabric 102024 102029.pdf,"Monofilament Mesh

✅ Suitable for furniture and interior textiles where high tensile strength, dimensional stability, and durability are essential. Monofilament mesh is ideal for applications like ergonomic seating, partition panels, and decorative or functional fabrics due to its resistance to deformation and modern aesthetic. It also supports breathable and flexible designs.
❌ Not suitable for catering equipment or environments requiring stringent hygiene. The open weave of monofilament mesh can harbor debris and microorganisms, making thorough sanitation difficult. It is not appropriate for food-contact surfaces or areas subject to frequent high-heat or chemical cleaning processes.",,,,"Declared unit: 1 m2 of knitted dope dyed fabric and its packaging (the area of the packaging is not
included in the 1 m2 ).
Mass per unit area (g/m2) 134
7.46",,,
Global,MAT-Mesh-0016,Mesh,Micro-Mesh,kg,1.65,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Referred NYLON,S-P-01518 Reco nylon 122023 122028.pdf,"Micro Mesh

✅ Suitable for furniture and interior textiles, especially in applications requiring breathability, lightweight structure, and moderate durability. Micro mesh is commonly used in ergonomic seating, office chairs, and textile panels due to its comfort and ventilation properties. Its fine weave makes it aesthetically versatile and comfortable in close-contact applications.
❌ Not suitable for catering equipment or environments demanding strict hygiene standards. The porous and fine structure of micro mesh can harbor bacteria and is difficult to sanitize effectively, making it unsuitable for food preparation areas or surfaces requiring frequent and rigorous cleaning.",,,,,,,
China,MAT-Mesh-0017,Mesh,Polyester Mesh,kg,13.02,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Dope Dyed Polyester Knitted Fabric,EPD-IES-0001440 Dope Dyed Polyester Knitted Fabric 102024 102029.pdf,"Polyester Mesh

✅ Suitable for furniture and interior textiles such as office chairs, partitions, and breathable upholstery where strength, flexibility, and cost-effectiveness are important. Its durability and potential for recycling also support sustainable design in commercial and residential settings.
❌ Not suitable for catering equipment or environments requiring stringent hygiene standards. The mesh structure can trap contaminants, making it difficult to sanitize effectively. Additionally, its synthetic origin and emissions from production may conflict with low-impact material goals in food-related applications.",,,,"Declared unit: 1 m2 of knitted dope dyed fabric and its packaging (the area of the packaging is not
included in the 1 m2 ).
Mass per unit area (g/m2) 134
7.46",,,
Finland,MAT-Foam-0001,Foam,Polyurethane Foam,kg,2.48,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,FF-PIR Polyurethane Insulation,RTS_140_21  FF-PIR Polyurethane Insulation Finland  23072021-23072026.pdf,"Polyurethane Foam

✅ Suitable for furniture cushioning and interior soft furnishings where excellent comfort, flexibility, and lightweight properties are required. It's ideal for applications like seat cushions, pillows, upholstered furniture, and mattresses, providing good support and conformability to various shapes.
❌ Not suitable for catering equipment, high-temperature environments, or areas requiring rigorous fire safety without chemical treatment. Polyurethane foam is flammable, unable to withstand heat or open flames, and poses fire hazard risks. Additionally, it has relatively high embodied emissions, making it less suitable for sustainability-focused applications that demand low environmental impact.","⚠️ Close Proxy	

Both PIR and flexible PU use MDI (isocyanate) and polyols, so chemically there is some overlap.

However, PIR polyols tend to be polyester-based while flexible PU often uses polyether polyols — this impacts upstream emissions.

Blowing agents differ: PIR uses pentane, whereas flexible PU may use water, CO₂, or other blowing agents.

Despite differences, this dataset may serve as a proxy for flexible PU if no better dataset is available, particularly for European supply chains. |",A1+A2,,Declared Unit: 1 kg,2.48,2.27,0.21
Rest-of-World,MAT-Foam-0002,Foam,Memory Foam,kg,6.64,Ecoinvent,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam",3.11-cutoff-17506.pdf,"Memory Foam

✅ Suitable for furniture cushioning and interior soft furnishings, particularly in applications where ergonomic support and comfort are key—such as in seating, mattresses, and pillows. Memory foam conforms to body shapes, enhancing comfort in high-contact furniture pieces. Its flexibility and shock-absorbing properties also make it valuable for customized seating in healthcare or premium office settings.
❌ Not suitable for catering equipment, high-temperature environments, or low-emission projects. Memory foam is flammable, can off-gas under heat, and has relatively high embodied emissions, making it inappropriate for use near heat sources or in sustainability-focused applications. It also lacks the hygiene properties needed for food service environments.",✅ Close proxy - PU-based but chemically modified; ecoinvent is PU-based mix,,,,,,
Belgium,MAT-Foam-0003,Foam,Latex Foam,kg,2.62,Ecoinvent,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for seal, natural rubber based",3.11-cutoff-6735.pdf,"Latex Foam

✅ Suitable for furniture cushioning and interior soft furnishings, such as sofas, chairs, mattresses, and pillows. Latex foam offers excellent elasticity, comfort, and resilience, contributing to long-lasting and ergonomically supportive products. Both natural and synthetic latex variants are valued in interior applications for their durability and pressure distribution.
❌ Not suitable for catering equipment or high-temperature environments. Latex foam is flammable and can degrade under prolonged heat exposure, making it inappropriate for kitchens or areas near heat sources. Additionally, its relatively high embodied emissions may not meet sustainability criteria for low-impact or food-contact applications.","The ecoinvent 3.11 dataset market for seal, natural rubber based – GLO is recommended as a weak proxy for A1 + A2 cradle-to-gate modeling of Foam – Latex Foam.

While not a direct match (it models natural rubber-based sealing compounds), it is chemically and supply-chain closer to latex foam than synthetic rubber alternatives. The dataset reflects natural rubber inputs and associated transport, providing an approximate proxy where no dedicated latex foam dataset is available.",,,,,,
Rest-of-World,MAT-Foam-0004,Foam,High-Density Foam,kg,6.64,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam",3.11-cutoff-17506.pdf,"High-Density Foam

✅ Suitable for furniture cushioning and interior soft furnishings, including sofas, chairs, mattresses, and padding. Its high resilience and firmness provide excellent comfort and structural support, making it ideal for both residential and commercial interiors where durability and ergonomic performance are important.
❌ Not suitable for catering equipment or high-temperature environments. High-density foam is flammable and not engineered to withstand heat, making it inappropriate for kitchens or food-contact surfaces. Its relatively high embodied emissions also reduce its suitability for projects prioritizing low environmental impact or strict fire safety standards.",✅ Direct match - TDI/MDI flexible PU (high-density) covered in ecoinvent,,,,,,
Rest-of-World,MAT-Foam-0005,Foam,Low-Density Foam,kg,6.64,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam",3.11-cutoff-17506.pdf,"Low-Density Foam

✅ Suitable for furniture cushioning and interior soft furnishings where comfort, flexibility, and ease of handling are priorities. Commonly used in pillows, upholstered items, and lightweight seating applications where lower firmness is acceptable and ergonomic performance is less critical.
❌ Not suitable for catering equipment or high-temperature environments due to its flammability and low thermal resistance. It may degrade or emit harmful substances under heat. Additionally, sustainability-focused projects may find its relatively high embodied emissions and lack of recyclability misaligned with environmental goals.",✅ Direct match - Low-density PU included in ecoinvent mix,,,https://ecoquery.ecoinvent.org/3.11/cutoff/dataset/17506/documentation,,,
Rest-of-World,MAT-Foam-0006,Foam,Gel-Infused Foam,kg,6.64,Ecoinvent,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam",3.11-cutoff-17506.pdf,"Gel-Infused Foam

✅ Suitable for furniture cushioning and interior soft furnishings where comfort, flexibility, and thermal regulation are important. Gel infusion helps dissipate heat, enhancing user comfort in seating and bedding. Common applications include office chairs, mattresses, and upholstered lounge seating where ergonomic support and cooling properties are valued.
❌ Not suitable for catering equipment or high-temperature environments due to flammability and limited heat resistance. Gel-infused foam may degrade or emit harmful substances when exposed to high heat. Additionally, its relatively high embodied emissions and limited recyclability make it less appropriate for sustainability-focused or hygiene-critical applications.","⚠️ Close proxy - Based on PU, but gel component not represented",,,https://ecoquery.ecoinvent.org/3.11/cutoff/dataset/17506/documentation,,,
Rest-of-World,MAT-Foam-0007,Foam,Egg Crate Foam,kg,6.64,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam",3.11-cutoff-17506.pdf,"Egg Crate Foam

✅ Suitable for comfort-focused furniture cushioning, mattress toppers, ergonomic seating pads, and medical support surfaces. Its convoluted (""egg crate"") design enhances airflow, pressure relief, and breathability, making it ideal for residential, healthcare, and some hospitality applications where comfort is prioritized.
❌ Not suitable for catering equipment or food-contact environments due to poor cleanability, flammability, and heat sensitivity. Its moderate embodied carbon and limited recyclability may also reduce appeal for low-carbon design projects.",✅ Direct match - Usually standard flexible PU foam,,,https://ecoquery.ecoinvent.org/3.11/cutoff/dataset/17506/documentation,,,
Rest-of-World,MAT-Foam-0008,Foam,Rebond Foam,kg,6.64,Ecoinvent,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam",3.11-cutoff-17506.pdf,"Rebond Foam

✅ Suitable for high-density support applications in furniture and interior fit-outs where firmness, durability, and resilience are critical. Commonly used in carpet underlay, gym mats, and occasionally as firm support layers in mattresses or seating bases. Its recycled content supports circular material goals in appropriate applications.
❌ Not suitable for catering equipment or food-contact environments due to flammability, low heat resistance, and poor cleanability. Despite its recycled content, the adhesives and energy-intensive reprocessing contribute to embodied emissions, which may limit its appeal in projects with strict carbon reduction targets.",⚠️ Close proxy - Made of PU scraps; dataset uses virgin material only,,,https://ecoquery.ecoinvent.org/3.11/cutoff/dataset/17506/documentation,,,
Rest-of-World,MAT-Foam-0009,Foam,Convoluted Foam,kg,6.64,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam",3.11-cutoff-17506.pdf,"Convoluted Foam

✅ Suitable for furniture cushioning, mattress toppers, pillows, and seating pads where ergonomic support, pressure relief, and airflow are valued. The “egg crate” design enhances breathability and comfort, making it ideal for soft furnishing applications in residential, hospitality, and healthcare settings.
❌ Not suitable for catering equipment, food-contact areas, or high-temperature environments due to its flammability, lack of cleanability, and potential VOC emissions under heat. While widely used for comfort, convoluted foam’s embodied carbon may also warrant consideration in sustainability-focused projects.","✅ Direct match - Foam shape, not chemistry-specific",,,https://ecoquery.ecoinvent.org/3.11/cutoff/dataset/17506/documentation,,,
Rest-of-World,MAT-Foam-0010,Foam,Open-Cell Foam,kg,6.64,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam",3.11-cutoff-17506.pdf,"Open-Cell Foam

✅ Suitable for furniture cushioning, upholstered seating, bedding, and interior soft furnishings where comfort, flexibility, and breathability are essential. It is lightweight, soft, and supportive, making it ideal for commercial and residential furniture applications, including office chairs, lounge seating, and mattresses.
❌ Not suitable for catering equipment, food-contact environments, or high-temperature areas due to its porous structure, flammability (unless treated), and poor cleanability. While widely used, its embodied emissions may require consideration in sustainability-focused projects aiming for low-carbon material profiles.",✅ Direct match - PU flexible foams are typically open-cell,,,https://ecoquery.ecoinvent.org/3.11/cutoff/dataset/17506/documentation,,,
Turkey,MAT-Foam-0011,Foam,Closed-Cell Foam,kg,71.31,EPD,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Foamboard 3000 (S-SL) – 5 cm,EPD-IES-0016017 Foamboard 3000 (S-SL) – 5 cm 20240812-20290811.pdf,"Closed-Cell Foam

✅ Suitable for insulation and structural padding applications in interior construction due to its moisture resistance, durability, and thermal performance. Commonly used behind wall panels, floors, and ceilings to improve thermal efficiency in commercial buildings.
❌ Not suitable for direct-contact furniture cushioning or interior soft furnishings. Its rigid structure does not provide the comfort and softness required for seating, bedding, or padded furnishings. Also unsuitable for catering equipment or food-contact environments due to hygiene and fire safety concerns.","GWP-GHG (A1–A3) = 1.03E+02 kg CO₂e per declared unit
= 103 kg CO₂e per 1 m²

🔍 Let's correct the calculation accordingly:
📌 Mass per declared unit:
1.45 kg per m² (from page 9)

🧮 Recalculate total GWP-GHG per kg:
GWP-GHG
𝐴1 – 𝐴 3 = 103 kg CO₂e/m²
1.45 kg/m² = 71.03 kg CO₂e/kg
GWP-GHG  A1–A3  = 1.45kg/m²
103kg CO₂e/m²
​
 =71.03kg CO₂e/kg
📊 Updated Stage-wise CO₂e Breakdown (Using Same Fossil GWP Ratios)
From page 11, fossil GWP breakdown (used as proxy for A1–A3 share):

Stage        Fossil GWP (kg CO₂e)        Share (%)        GWP-GHG per kg (kg CO₂e/kg)
A1        0.781        99.99%        71.03 × 0.9999 = 71.02
A2        0.0000673        0.0086%        71.03 × 0.000086 = 0.0061
A3        0.0000138        0.0018%        71.03 × 0.000018 = 0.0013",,,"Weight of 1 m2 product is 1,45 kg
.A1-A3 considered",,,
Belgium,MAT-Foam-0012,Foam,Microbead Foam,kg,3.83,Ecoinvent,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,EPS hard foam,3.11-cutoff-3222.pdf,"Microbead Foam

✅ Suitable for niche furniture applications such as beanbag seating, ergonomic cushions, or informal lounge seating, where lightweight and adaptive support are desired. In interior fit-outs, it may have limited use as infill for decorative or acoustic panels but is not typically used as a primary construction or finishing material.
❌ Not suitable for structural furniture components, load-bearing applications, or catering environments due to low structural integrity, poor durability, flammability, and hygiene concerns. Its open structure and difficulty in cleaning also make it inappropriate for areas with stringent cleanliness or fire safety requirements. Additionally, microbead foam offers limited recyclability and poses dispersal risks if damaged.",,,,,,,
Europe,MAT-Foam-0013,Foam,Polyethylene Foam,kg,3.41,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Polyethylene foam,EPD_S-P-07857 Polyethylene foam 122022 122027.pdf,"Polyethylene Foam

✅ Suitable for furniture and interior fit‑outs, especially as protective padding, acoustic insulation, and underlayment. Its lightweight, moisture‑resistant structure and excellent shock absorption make it ideal for seating cushions, wall panels, and flooring underlays where comfort and noise reduction are desired.
❌ Not suitable for catering equipment or high‑temperature environments. Its low thermal resistance and limited strength make it inappropriate for use with cooking appliances, heated surfaces, or structural applications involving heavy loads.",,,,"Functional unit / declared unit: The functional unit of calculations is one kg of polyethylene foam
produced by PEPI RER SIA",,,
Rest-of-World,MAT-Foam-0014,Foam,Sculpted Foam,kg,6.64,Ecoinvent,Direct,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,"market for polyurethane, flexible foam",3.11-cutoff-17506.pdf,"Sculpted Foam

✅ Suitable for furniture and interior fit‑outs, especially as ergonomic cushioning, soft furnishings, and lightweight seating structures. Its sculpted form enhances comfort, flexibility, and breathability, making it ideal for chairs, pillows, and decorative padding in residential or commercial interiors.
❌ Not suitable for catering equipment or high‑temperature environments. Its flammability and low thermal resistance make it unsuitable for use near heat sources, cooking equipment, or applications requiring frequent sanitization or structural load-bearing performance.","✅ Direct match - Sculpting is post-production, chemistry remains PU",,,https://ecoquery.ecoinvent.org/3.11/cutoff/dataset/17506/documentation,,,
China,MAT-Stone-0001,Stone,Marble,kg,0.02,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Marble Block Stone from Norwegian Rose Quarry - China,NEPD-7156-6554-EN EPS Marble Block Stone 072024 072029.pdf,"Marble

✅ Suitable for premium interior fit‑outs and high‑end furniture surfaces where aesthetics and durability are prioritized. Its unique patterns and colors make it ideal for feature walls, countertops, and bespoke furniture pieces. Optimal in projects where environmental impact is mitigated through responsible extraction and sourcing from local or regional suppliers to reduce transportation emissions.
❌ Not suitable for low-budget or sustainability-sensitive projects, as its high cost and embodied emissions from quarrying and transport may outweigh benefits. Also over-specification risk in applications where durability and luxury finish are not required. Not suitable for catering equipment due to susceptibility to staining and etching from acidic substances, which can pose hygiene and maintenance issues.",,,,Stone 1000 kg,,,
Sweden,MAT-Stone-0002,Stone,Granite,kg,0.07,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Natural stone products of granite and limestone,S-P-04621  Natural stone products of granite and limestone 092021 092026.pdf,"Granite

✅ Suitable for interior fit-outs and furniture applications where durability, heat resistance, and premium aesthetics are desired. Ideal for countertops, flooring, and wall cladding in high-traffic or high-end environments such as kitchens, bathrooms, and reception areas. Granite's natural variation and visual appeal also make it well-suited for bespoke surfaces and decorative stone features.
❌ Not suitable for catering equipment or low-carbon design projects. Its high embodied emissions from quarrying and transport, along with its weight and rigidity, make it unsuitable for movable equipment or applications requiring lightweight, low-impact materials.",,,,"Declared unit:
Declared unit is 1 ton natural stone product.",,,
Thailand,MAT-Stone-0003,Stone,Quartz,kg,0.08,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Quartz stone products,EPD 720  Quartz stone products 062024 062029.pdf,"Quartz

✅ Suitable for countertops, tabletops, and high-traffic surfaces in furniture and interior fit‑outs due to quartz’s excellent hardness, low porosity, and chemical resistance. These properties make it ideal for areas requiring durability and easy maintenance—such as kitchen countertops, bathroom vanities, and commercial bar tops.
❌ Not suitable for ultra‑low embodied carbon or sustainability‑driven projects, as quartz production and resin use contribute to relatively high carbon emissions. Additionally, quartz may not withstand direct heat exposure, limiting its suitability for catering equipment requiring high thermal resistance.",,,,"m3


Name Quartz stone products
Declared unit 1m2
Density (kg/m3

) 2400-2500",0.156009,kg,390.0225
Rest-of-World,MAT-Stone-0004,Stone,Limestone,kg,0.07,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for limestone, milled, packed",3.11-cutoff-15376.pdf,"Limestone

✅ Suitable for interior fit‑outs and furniture components such as flooring, wall cladding, and decorative surfaces where a natural, textured stone finish is desired. Limestone offers aesthetic appeal and moderate durability, making it appropriate for low- to medium-traffic areas in residential or commercial interiors.
❌ Not suitable for catering equipment or textile applications. Its porosity requires sealing to prevent staining, and it lacks the chemical resistance and hygiene standards needed in food environments. Its hardness and weight also make it impractical for applications requiring flexibility or softness.",,,,,,,
Switzerland,MAT-Stone-0005,Stone,Limestone,kg,0.01,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for limestone, milled, packed",3.11-cutoff-15777.pdf,"Limestone

✅ Suitable for interior fit‑outs and furniture components such as flooring, wall cladding, and decorative surfaces where a natural, textured stone finish is desired. Limestone offers aesthetic appeal and moderate durability, making it appropriate for low- to medium-traffic areas in residential or commercial interiors.
❌ Not suitable for catering equipment or textile applications. Its porosity requires sealing to prevent staining, and it lacks the chemical resistance and hygiene standards needed in food environments. Its hardness and weight also make it impractical for applications requiring flexibility or softness.",,,,,,,
Europe without Switzerland,MAT-Stone-0006,Stone,Limestone,kg,0.05,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for limestone, milled, packed",3.11-cutoff-17871.pdf,"Limestone

✅ Suitable for interior fit‑outs and furniture components such as flooring, wall cladding, and decorative surfaces where a natural, textured stone finish is desired. Limestone offers aesthetic appeal and moderate durability, making it appropriate for low- to medium-traffic areas in residential or commercial interiors.
❌ Not suitable for catering equipment or textile applications. Its porosity requires sealing to prevent staining, and it lacks the chemical resistance and hygiene standards needed in food environments. Its hardness and weight also make it impractical for applications requiring flexibility or softness.",,,,,,,
Global,MAT-Stone-0007,Stone,Soapstone,kg,0.07,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Natural stone products of granite and limestone,S-P-04621  Natural stone products of granite and limestone 092021 092026.pdf,"Soapstone

✅ Suitable for interior fit-outs and furniture applications such as countertops, sinks, and fireplace surrounds. Soapstone's excellent heat resistance, non-porous surface, and distinct aesthetic make it ideal for areas that value hygiene, durability, and visual appeal. Its ability to age with a patina adds to its charm in residential and commercial interiors. In catering environments, soapstone can be used for countertops and serving platters due to its thermal properties and ease of cleaning.
❌ Not suitable for load-bearing furniture or high-strength structural applications due to its relatively soft composition, which can lead to scratching or chipping. Additionally, it may not align with low-carbon design priorities because of the energy-intensive quarrying and transport associated with natural stone materials. In catering equipment, soapstone is not ideal for heavy-duty kitchen tools or equipment that require high impact resistance.",,,,,,,
Global,MAT-Stone-0008,Stone,Onyx,kg,0.07,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Natural stone products of granite and limestone,S-P-04621  Natural stone products of granite and limestone 092021 092026.pdf,"Onyx

✅ Suitable for interior fit-outs and decorative furniture applications where luxury aesthetics and light-transmitting effects are desired. Onyx’s unique translucency and natural veining make it ideal for backlit wall panels, feature walls, and statement surfaces in high-end residential or hospitality interiors.
❌ Not suitable for catering equipment, high-traffic flooring, or load-bearing furniture applications. Onyx is relatively soft and prone to scratching, staining, and etching, requiring careful maintenance. Its high embodied emissions and transport-related impact also limit its use in sustainability-focused projects.",,,,,,,
Sweden,MAT-Stone-0009,Stone,Slate,kg,0.12,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Slate stone pieces,S-P-06049 Slate stone pieces  052024 022029.pdf,"Slate

✅ Suitable for interior wall cladding and countertops due to its high durability, natural aesthetic, and resistance to moisture and heat. Slate’s distinctive texture and deep color make it ideal for decorative surfaces in furniture and interior fit‑outs, especially when a rugged, natural look is desired.
❌ Not suitable for load‑bearing structures or high‑traffic flooring due to its brittleness and risk of chipping. Additionally, it is not ideal for catering equipment or hygienic surfaces, as slate can be porous, stain-prone, and difficult to sanitize thoroughly—making it unsuitable for food-contact environments requiring strict cleanliness.",,,,Declared unit: 1 kg of slate stone pieces,,,
Global,MAT-Stone-0010,Stone,Travertine,kg,0.07,EPD,Proxy,An emission factor of a similar material was used as a proxy where a direct emission factor for the specified material could not be identified to date,Natural stone products of granite and limestone,NEPD-7156-6554-EN EPS Marble Block Stone 072024 072029.pdf,"Travertine

✅ Suitable for interior fit‑outs and decorative surfaces such as flooring, countertops, and wall cladding in both residential and commercial spaces. Travertine's natural beauty, warm tones, and textured appearance make it ideal for classic or timeless design schemes, especially when a luxurious aesthetic is desired. It’s relatively easy to clean and maintain when properly sealed.
❌ Not suitable for lightweight furniture or structural elements due to its heavy weight, nor for ultra‑low‑carbon projects because of high embodied energy from quarrying and transport. Travertine is also not recommended for outdoor use in freeze‑thaw climates, as it can weather or crack under moisture and temperature fluctuations. Additionally, it is unsuitable for catering equipment or food‑prep surfaces due to its porosity and vulnerability to staining and etching from acidic substances.",,,,,,,
Rest-of-World,MAT-Stone-0011,Stone,Concrete,kg,0.11,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for concrete, 20MPa",3.11-cutoff-21487.pdf,"Concrete

✅ Suitable for fixed structural elements in interior or outdoor settings where durability and stability are prioritized over mobility or aesthetics. Concrete’s high compressive strength and ease of use make it ideal for ground-contact fixtures such as built-in seating, planters, and tables—especially when sourcing locally to reduce embodied emissions.
❌ Not suitable for mobile furniture, decorative interior elements, or catering equipment. Its heaviness and rigid nature make it impractical for pieces that require movement or refined finishes. High embodied carbon also limits its suitability for sustainability-focused projects, and it lacks the hygiene and aesthetic qualities needed for food-contact surfaces or portable furnishings.",,,,2400 kg/m3,,,
Colombia,MAT-Stone-0012,Stone,Concrete,kg,0.11,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for concrete, 20MPa",3.11-cutoff-19507.pdf,"Concrete

✅ Suitable for fixed structural elements in interior or outdoor settings where durability and stability are prioritized over mobility or aesthetics. Concrete’s high compressive strength and ease of use make it ideal for ground-contact fixtures such as built-in seating, planters, and tables—especially when sourcing locally to reduce embodied emissions.
❌ Not suitable for mobile furniture, decorative interior elements, or catering equipment. Its heaviness and rigid nature make it impractical for pieces that require movement or refined finishes. High embodied carbon also limits its suitability for sustainability-focused projects, and it lacks the hygiene and aesthetic qualities needed for food-contact surfaces or portable furnishings.",,,,,,,
South Africa,MAT-Stone-0013,Stone,Concrete,kg,0.11,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for concrete, 20MPa",3.11-cutoff-21287.pdf,"Concrete

✅ Suitable for fixed structural elements in interior or outdoor settings where durability and stability are prioritized over mobility or aesthetics. Concrete’s high compressive strength and ease of use make it ideal for ground-contact fixtures such as built-in seating, planters, and tables—especially when sourcing locally to reduce embodied emissions.
❌ Not suitable for mobile furniture, decorative interior elements, or catering equipment. Its heaviness and rigid nature make it impractical for pieces that require movement or refined finishes. High embodied carbon also limits its suitability for sustainability-focused projects, and it lacks the hygiene and aesthetic qualities needed for food-contact surfaces or portable furnishings.",,,,,,,
Peru,MAT-Stone-0014,Stone,Concrete,kg,0.15,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for concrete, 20MPa",3.11-cutoff-21702.pdf,"Concrete

✅ Suitable for fixed structural elements in interior or outdoor settings where durability and stability are prioritized over mobility or aesthetics. Concrete’s high compressive strength and ease of use make it ideal for ground-contact fixtures such as built-in seating, planters, and tables—especially when sourcing locally to reduce embodied emissions.
❌ Not suitable for mobile furniture, decorative interior elements, or catering equipment. Its heaviness and rigid nature make it impractical for pieces that require movement or refined finishes. High embodied carbon also limits its suitability for sustainability-focused projects, and it lacks the hygiene and aesthetic qualities needed for food-contact surfaces or portable furnishings.",,,,,,,
Northern America,MAT-Stone-0015,Stone,Concrete,kg,0.11,Ecoinvent,Direct,A specific emission factor was applied based on a direct match to the selected material.,"market for concrete, 20MPa",3.11-cutoff-21938.pdf,"Concrete

✅ Suitable for fixed structural elements in interior or outdoor settings where durability and stability are prioritized over mobility or aesthetics. Concrete’s high compressive strength and ease of use make it ideal for ground-contact fixtures such as built-in seating, planters, and tables—especially when sourcing locally to reduce embodied emissions.
❌ Not suitable for mobile furniture, decorative interior elements, or catering equipment. Its heaviness and rigid nature make it impractical for pieces that require movement or refined finishes. High embodied carbon also limits its suitability for sustainability-focused projects, and it lacks the hygiene and aesthetic qualities needed for food-contact surfaces or portable furnishings.",,,,,,,
Italy,MAT-Stone-0016,Stone,Terrazzo,kg,0.78,EPD,Direct,A specific emission factor was applied based on a direct match to the selected material.,Terrazzoplatta 12 mm,NEPD-6309-5565-EN Terrazzoplatta 032024 032029.pdf,"Terrazzo

✅ Suitable for interior fit-outs and catering equipment applications where durability, low maintenance, and aesthetic appeal are essential. Terrazzo's resilience to wear and its smooth, hygienic surface make it a strong choice for high-traffic areas in residential, commercial, and hospitality interiors, including countertops and flooring in catering environments.
❌ Not suitable for furniture applications, particularly lightweight or modular furniture where portability is required. Its high density and relatively high embodied emissions may limit its suitability in projects with strict carbon targets or those emphasizing low-impact, flexible materials.",,,,"2600kg/m 
3 here m3",0.012,kg,31.2
